,Unnamed: 0.1,Unnamed: 0,BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,EYB,STORIES,PRICE,STRUCT,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_SUBNBHD,WARD,SQUARE,X,Y,QUADRANT,year,"('distance', '.25metro', '.50metro')",distance2
85,990,990,1,0,N,1.0,4,2,1954,2.0,,Row Inside,Average,1.0,1,600,2147 NEWPORT PLACE NW,WASHINGTON,DC,20037.0,18S UJ 22388 08563,38.90801043,-77.04839641,,Ward 2,69,-77.04777818175225,38.90780341631853,NW,2017,0.28933871589058036,0.42443913393883315
86,993,993,1,0,N,1.0,6,3,1960,2.0,1037250.0,Row End,Average,1.0,0,1920,2128 N STREET NW,WASHINGTON,DC,20037.0,18S UJ 22425 08456,38.90705709,-77.04794162,,Ward 2,70,-77.04784102000431,38.90644082183445,NW,2017,0.3001237898090942,0.19521787445917577
87,1009,1009,1,0,N,1.0,7,3,1967,2.0,766000.0,Row End,Average,1.0,0,874,510 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20001.0,18S UJ 24911 09055,38.91294658,-77.01943937,040 B Old City 2,Ward 6,476,-77.01924507928449,38.91295403830794,NW,2017,0.1380398828389073,0.30793653690715883
88,1013,1013,1,0,N,1.0,7,3,1943,2.0,250000.0,Row Inside,Poor,1.0,0,1510,454 N STREET NW,WASHINGTON,DC,20001.0,18S UJ 25026 08401,38.90707915,-77.01794691,040 B Old City 2,Ward 6,513,-77.01740852044293,38.906575565443504,NW,2017,0.21774401342215358,0.4188335187653855
89,1015,1015,2,0,N,1.0,6,4,1963,3.0,,Row Inside,Average,1.0,0,850,405 M STREET NW,WASHINGTON,DC,20001.0,18S UJ 25152 08259,38.90582477,-77.01646245,040 B Old City 2,Ward 6,513,-77.01740852044293,38.906575565443504,NW,2017,0.2961600213072272,0.20266279798420186
90,1031,1031,2,1,Y,1.0,6,3,1967,2.0,1325000.0,Row Inside,Very Good,1.0,3,1900,1609 8TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24627 08900,38.91149557,-77.02267569,040 C Old City 2,Ward 6,420,-77.02251946210492,38.911670666515946,NW,2017,0.14330423874886852,0.16025528222104443
91,1043,1043,2,0,Y,1.0,5,3,1964,2.0,666000.0,Row End,Good,1.0,0,919,704 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20001.0,18S UJ 24647 08944,38.91189927,-77.0224594,040 C Old City 2,Ward 6,420,-77.02251946210492,38.911670666515946,NW,2017,0.11331759677946449,0.2235943808762659
92,1085,1085,3,1,Y,1.0,8,3,2007,3.0,,Row End,Very Good,1.0,1,608,1216 W STREET NW,WASHINGTON,DC,20009.0,18S UJ 24105 09747,38.91901894,-77.02891108,040 F Old City 2,Ward 1,272,-77.02882837597201,38.918660409918026,NW,2017,0.15810510295281532,0.21651438428459405
93,1089,1089,2,1,Y,1.0,8,3,2011,3.0,960000.0,Row Inside,Very Good,1.0,1,640,2130 12TH PLACE NW,WASHINGTON,DC,20009.0,18S UJ 24091 09730,38.91886081,-77.02906807,040 F Old City 2,Ward 1,272,-77.02882837597201,38.918660409918026,NW,2017,0.1530987893520665,0.27888304427235755
94,1116,1116,1,0,N,1.0,9,3,1950,3.0,,Row End,Fair,1.0,0,1316,901 T STREET NW,WASHINGTON,DC,20001.0,18S UJ 24503 09371,38.91571044,-77.02422953,040 G Old City 2,Ward 1,361,-77.02458916021305,38.916196420689495,NW,2017,0.19720009176293218,0.19269817404507641
95,1125,1125,3,1,Y,2.0,8,4,1969,2.0,1225000.0,Row Inside,Good,2.0,0,1071,943 T STREET NW,WASHINGTON,DC,20001.0,18S UJ 24390 09379,38.91576015,-77.02553552,040 G Old City 2,Ward 1,361,-77.02458916021305,38.916196420689495,NW,2017,0.1362581855895391,0.24568932788231457
96,1148,1148,5,0,Y,2.0,11,5,2017,,139000.0,Row End,Good,2.0,0,1600,1223 5TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24961 08345,38.9065651,-77.01868696,040 B Old City 2,Ward 6,513,-77.01740852044293,38.906575565443504,NW,2017,0.17372858981074973,0.5221592808502769
97,1154,1154,2,0,N,1.0,6,3,1975,3.0,,Row Inside,Average,1.0,0,2062,62 K STREET NW,WASHINGTON,DC,20001.0,18S UJ 25592 07846,38.9021952,-77.01128161,040 A Old City 2,Ward 6,622,-77.0108667955469,38.90226722518528,NW,2017,0.36922236834872174,0.42976925951786
98,1161,1161,1,1,Y,1.0,6,3,1954,2.0,,Row Inside,Average,1.0,0,1302,1246 HALF STREET SW,WASHINGTON,DC,20024.0,18S UJ 25599 04833,38.87506277,-77.01043651,039 E Old City 1,Ward 6,651,-77.01008428550824,38.87551215807639,SW,2017,0.3038927577506,0.272512899680127
99,1169,1169,3,0,N,3.0,16,3,1957,3.0,1005000.0,Row Inside,Average,3.0,0,1596,1537 8TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24623 08819,38.91076174,-77.02270059,040 C Old City 2,Ward 6,421,-77.02265562829714,38.91044851279966,NW,2017,0.19269571932462715,0.268022229185686
100,1170,1170,2,0,N,2.0,8,4,1957,3.0,1122000.0,Row Inside,Average,2.0,0,1596,1539 8TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24623 08824,38.91080886,-77.02270038,040 C Old City 2,Ward 6,421,-77.02265562829714,38.91044851279966,NW,2017,0.18952033576593358,0.13474605114094004
101,1193,1193,1,0,N,1.0,4,2,1954,2.0,450000.0,Row End,Average,1.0,0,412,1813 WILTBERGER STREET NW,WASHINGTON,DC,20001.0,18S UJ 24800 09234,38.91453876,-77.02076939,040 G Old City 2,Ward 6,441,-77.02074139615223,38.91493745584122,NW,2017,0.09527984649986802,0.18216350835725215
102,1231,1231,3,1,Y,1.0,8,3,2007,3.0,935000.0,Row Inside,Good,1.0,1,608,2122 12TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24157 09718,38.91876803,-77.02830121,040 F Old City 2,Ward 1,272,-77.02882837597201,38.918660409918026,NW,2017,0.1288090520441453,0.2551845719948909
103,1266,1266,3,0,Y,2.0,8,4,1960,3.0,,Row Inside,Average,2.0,4,1827,929 S STREET NW,WASHINGTON,DC,20001.0,18S UJ 24423 09214,38.91428414,-77.02511170000001,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.18044274131177412,0.4127633065891106
104,1280,1280,2,1,Y,1.0,8,4,1964,2.0,760000.0,Row Inside,Very Good,1.0,0,1302,1222 HALF STREET SW,WASHINGTON,DC,20024.0,18S UJ 25602 04907,38.87572597,-77.01042866,039 E Old City 1,Ward 6,651,-77.01008428550824,38.87551215807639,SW,2017,0.29186773311414205,0.2728693004207711
105,1301,1301,2,1,Y,1.0,6,2,1964,2.0,795000.0,Semi-Detached,Good,1.0,0,1800,468 RIDGE STREET NW,WASHINGTON,DC,20001.0,18S UJ 24991 08312,38.90627554,-77.01833213,040 B Old City 2,Ward 6,513,-77.01740852044293,38.906575565443504,NW,2017,0.1929477327051565,0.2725733722278412
106,1304,1304,4,0,N,4.0,8,4,1960,3.0,,Row Inside,Average,4.0,0,972,1129 5TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24954 08190,38.90516691,-77.01872729,040 B Old City 2,Ward 6,514,-77.01831467229414,38.9054169621011,NW,2017,0.1927384798731915,0.2684186815648915
107,1307,1307,2,1,N,2.0,8,4,1957,2.0,1195000.0,Row End,Average,2.0,0,1567,458 M STREET NW,WASHINGTON,DC,20001.0,18S UJ 24964 08223,38.90546159,-77.01861773,040 B Old City 2,Ward 6,514,-77.01831467229414,38.9054169621011,NW,2017,0.18980066993168732,0.1350773949281856
108,1326,1326,2,1,Y,1.0,7,3,1964,2.0,981000.0,Row Inside,Good,1.0,1,1773,1724 6TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24852 09120,38.91352525,-77.02013688,040 G Old City 2,Ward 6,442,-77.02067127742141,38.91353270593017,NW,2017,0.0955141419387334,0.3158087265876391
109,1338,1338,2,1,Y,1.0,4,2,1964,2.0,,Row Inside,Good,2.0,0,1315,1530 8TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24581 08780,38.91040204,-77.02317182,040 C Old City 2,Ward 6,397,-77.0232777145568,38.91045826050752,NW,2017,0.22331049212800794,0.3036506435121656
110,1340,1340,2,1,Y,1.0,6,2,1982,2.0,,Row Inside,Average,1.0,0,1502,1543 9TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24534 08816,38.91071604,-77.02373389,040 C Old City 2,Ward 6,397,-77.0232777145568,38.91045826050752,NW,2017,0.21471342913911123,0.5595181312259188
111,1357,1357,2,0,Y,2.0,9,3,1969,2.0,,Row Inside,Very Good,2.0,0,1374,1518 12TH STREET NW,WASHINGTON,DC,20005.0,18S UJ 24138 08814,38.91062188,-77.02829325,040 G Old City 2,Ward 2,278,-77.02866144080068,38.91049436316491,NW,2017,0.3956390647866717,0.5496766117565671
112,1364,1364,5,1,Y,4.0,12,5,1969,3.0,1575000.0,Multi,Good,4.0,0,1764,1526 12TH STREET NW,WASHINGTON,DC,20005.0,18S UJ 24137 08841,38.9108633,-77.02831640000001,040 G Old City 2,Ward 2,278,-77.02866144080068,38.91049436316491,NW,2017,0.3886800596327138,0.6121728420128157
113,1374,1374,3,1,Y,2.0,10,4,1987,2.0,2000000.0,Row End,Very Good,2.0,3,1012,1229 O STREET NW,WASHINGTON,DC,20005.0,18S UJ 24037 08609,38.90875715,-77.02940523,040 C Old City 2,Ward 2,279,-77.02868743218231,38.90897909648716,NW,2017,0.432871567845503,0.20448526540136003
114,1399,1399,4,1,Y,1.0,11,5,1972,2.0,2325000.0,Row End,Very Good,2.0,4,1734,946 T STREET NW,WASHINGTON,DC,20001.0,18S UJ 24366 09338,38.91538319,-77.02580359,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.14459291781803257,0.21726645130535613
115,1402,1402,2,0,Y,1.0,8,3,1960,3.0,,Row Inside,Good,1.0,1,1734,938 T STREET NW,WASHINGTON,DC,20001.0,18S UJ 24388 09337,38.9153864,-77.02554299,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.15363058104235414,0.34766263741150577
116,1456,1456,2,1,Y,1.0,5,2,1986,2.0,1060000.0,Row Inside,Good,1.0,1,1289,1521 9TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24529 08762,38.91023103,-77.02377235,040 C Old City 2,Ward 6,397,-77.0232777145568,38.91045826050752,NW,2017,0.24583460847887562,0.29202679752648153
117,1486,1486,3,1,Y,1.0,12,4,2008,2.5,920000.0,Row Inside,Good,1.0,1,1013,813 CAPITOL SQUARE PLACE SW,WASHINGTON,DC,20024.0,18S UJ 24497 05636,38.8820716,-77.02334691,,Ward 6,413,-77.02293743203705,38.88169673004757,SW,2017,0.206494128819166,0.570094797716981
118,1491,1491,4,0,N,4.0,12,4,1972,3.0,1750000.0,Row Inside,Average,4.0,4,1388,1202 P STREET NW,WASHINGTON,DC,20005.0,18S UJ 24131 08686,38.90946673,-77.02833625,040 C Old City 2,Ward 2,279,-77.02868743218231,38.90897909648716,NW,2017,0.4031178973848503,0.5752160925897745
119,1496,1496,1,0,N,1.0,7,4,1969,3.0,1405000.0,Row Inside,Average,1.0,1,1389,1204 P STREET NW,WASHINGTON,DC,20005.0,18S UJ 24125 08686,38.90946644,-77.02841512,040 C Old City 2,Ward 2,279,-77.02868743218231,38.90897909648716,NW,2017,0.40673919971785855,0.2983998334947779
120,1502,1502,1,1,Y,1.0,6,3,1967,2.0,825000.0,Row Inside,Good,1.0,0,1267,2237 12TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24199 09860,38.92005344,-77.02785626,040 F Old City 2,Ward 1,302,-77.02779750601799,38.92014059948663,NW,2017,0.21100054576909413,0.32165010197650773
121,1508,1508,3,1,Y,1.0,5,4,1967,2.0,1174000.0,Row Inside,Good,1.0,0,1236,2249 12TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24200 09886,38.92029243,-77.02785693,040 F Old City 2,Ward 1,302,-77.02779750601799,38.92014059948663,NW,2017,0.22744096827693314,0.24979839055611222
122,1525,1525,3,0,Y,2.0,7,3,1969,3.0,,Row Inside,Very Good,2.0,1,1530,1834 9TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24504 09327,38.91531804,-77.02420703,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.1766341358917126,0.24268008637705452
123,1526,1526,3,1,Y,2.0,9,5,1969,3.0,1300000.0,Row Inside,Good,2.0,1,1530,1830 9TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24504 09316,38.91521471,-77.02420722,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.17160073473615234,0.2685603618444662
124,1539,1539,4,0,N,4.0,8,4,1960,3.0,1000000.0,Row Inside,Average,4.0,1,1305,948 WESTMINSTER STREET NW,WASHINGTON,DC,20001.0,18S UJ 24379 09259,38.91467562,-77.02562933,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.189900853018135,0.2821381083527022
125,1544,1544,3,1,Y,2.0,10,4,1969,3.0,1525000.0,Row Inside,Very Good,2.0,1,1642,938 WESTMINSTER STREET NW,WASHINGTON,DC,20001.0,18S UJ 24406 09258,38.91467208,-77.02531628,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.19950176964734065,0.22001827536334204
126,1559,1559,2,1,Y,1.0,8,3,1969,2.0,1160000.0,Row Inside,Good,1.0,0,1417,908 WESTMINSTER STREET NW,WASHINGTON,DC,20001.0,18S UJ 24487 09255,38.91466436,-77.02438126,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.15557641449438825,0.24506674745004906
127,1572,1572,2,1,Y,1.0,6,3,1964,2.0,830258.0,Row Inside,Good,2.0,0,1167,1615 1/2 6TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24888 08914,38.91167646,-77.01967712,040 B Old City 2,Ward 6,477,-77.01942226036955,38.91184769452224,NW,2017,0.17328835896526074,0.22478355191057103
128,1575,1575,1,0,N,1.0,5,2,1964,2.0,,Row End,Average,1.0,0,494,504 R STREET NW,WASHINGTON,DC,20001.0,18S UJ 24924 08999,38.91244268,-77.01927585,040 B Old City 2,Ward 6,477,-77.01942226036955,38.91184769452224,NW,2017,0.1589459738551631,0.5877530819376614
129,1582,1582,1,0,N,1.0,7,3,1960,2.0,750000.0,Row Inside,Average,1.0,0,2000,216 N STREET NW,WASHINGTON,DC,20001.0,18S UJ 25350 08389,38.90703786,-77.01421912,040 A Old City 2,Ward 6,555,-77.01415090986202,38.90661014009381,NW,2017,0.41560418990141285,0.6165691530847688
130,1588,1588,1,0,Y,1.0,5,2,1957,2.0,440000.0,Row Inside,Average,1.0,1,560,1224 KIRBY STREET NW,WASHINGTON,DC,20001.0,18S UJ 25383 08374,38.90690918,-77.01382422,040 A Old City 2,Ward 6,555,-77.01415090986202,38.90661014009381,NW,2017,0.43598022921668655,0.27171890020018735
131,1614,1614,3,2,Y,1.0,7,4,2008,2.5,,Row End,Good,1.0,2,1613,601 7TH STREET SW,WASHINGTON,DC,20024.0,18S UJ 24603 05633,38.88206778,-77.02212499,,Ward 6,413,-77.02293743203705,38.88169673004757,SW,2017,0.19213427690810322,0.20125423107514176
132,1672,1672,2,2,Y,3.0,8,4,1963,2.0,,Row End,Fair,3.0,0,1833,1810 9TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24501 09237,38.91450503,-77.02421551,040 G Old City 2,Ward 1,362,-77.02496853899461,38.91467622332511,NW,2017,0.14230823153571714,0.1934913831212373
133,1675,1675,2,1,N,1.0,9,5,1947,3.0,383000.0,Row Inside,Fair,1.0,0,1900,905 R STREET NW,WASHINGTON,DC,20001.0,18S UJ 24489 09049,38.91281253,-77.02430972,040 G Old City 2,Ward 6,363,-77.024954724791,38.913506289833336,NW,2017,0.13681906910619118,0.2083338937745927
134,1678,1678,4,2,N,2.0,11,4,1957,3.0,,Row Inside,Average,2.0,2,1900,911 R STREET NW,WASHINGTON,DC,20001.0,18S UJ 24470 09051,38.91282654,-77.02452234,040 G Old City 2,Ward 6,363,-77.024954724791,38.913506289833336,NW,2017,0.14731430903901235,0.21887882172456924
135,1680,1680,1,0,N,1.0,8,4,1957,3.0,1230000.0,Row Inside,Average,1.0,0,1900,915 R STREET NW,WASHINGTON,DC,20001.0,18S UJ 24458 09050,38.91281146,-77.02466185,040 G Old City 2,Ward 6,363,-77.024954724791,38.913506289833336,NW,2017,0.1547706990995643,0.23512912205852415
136,1682,1682,3,1,Y,1.0,8,3,1969,2.0,1800000.0,Row End,Very Good,2.0,0,1900,921 R STREET NW,WASHINGTON,DC,20001.0,18S UJ 24440 09047,38.91278457,-77.02487504,040 G Old City 2,Ward 6,363,-77.024954724791,38.913506289833336,NW,2017,0.16626139666202186,0.32627299296389456
137,1696,1696,2,0,Y,1.0,4,2,1964,2.0,710000.0,Row Inside,Very Good,1.0,0,1184,1220 10TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24308 08330,38.90629386,-77.02620624,040 C Old City 2,Ward 2,340,-77.02640450691715,38.906600300192615,NW,2017,0.23070984584280055,0.6053852844394566
138,1716,1716,2,1,Y,1.0,6,2,1967,2.0,715000.0,Row Inside,Very Good,1.0,0,1600,208 N STREET NW,WASHINGTON,DC,20001.0,18S UJ 25370 08391,38.90706014,-77.01398877,040 A Old City 2,Ward 6,555,-77.01415090986202,38.90661014009381,NW,2017,0.42807203985768666,0.39300195153814577
139,1730,1730,2,1,Y,1.0,5,2,1964,2.0,758000.0,Row Inside,Very Good,1.0,0,1392,1233 CARROLLSBURG PLACE SW,WASHINGTON,DC,20024.0,18S UJ 25631 04875,38.87544665,-77.01008151,039 E Old City 1,Ward 6,651,-77.01008428550824,38.87551215807639,SW,2017,0.2778943449521698,0.4123719179468073
140,1741,1741,2,0,Y,2.0,6,2,1954,2.0,187535.0,Multi,Average,2.0,0,1392,1255 CARROLLSBURG PLACE SW,WASHINGTON,DC,20024.0,18S UJ 25630 04808,38.87483984,-77.010082,039 E Old City 1,Ward 6,651,-77.01008428550824,38.87551215807639,SW,2017,0.29159097955109,0.06341707927843093
141,1784,1784,2,0,N,2.0,8,3,1947,2.0,975000.0,Row Inside,Average,2.0,0,2000,1924 11TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24236 09450,38.91637448,-77.02732728,040 E Old City 2,Ward 1,305,-77.02743649244343,38.91635626053919,NW,2017,0.0448426468008234,0.08703913113053752
142,1785,1785,2,1,Y,1.0,8,4,1967,2.0,1320000.0,Row Inside,Average,1.0,3,2000,1916 11TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24238 09424,38.91613324,-77.02729283,040 E Old City 2,Ward 1,305,-77.02743649244343,38.91635626053919,NW,2017,0.061545959850988215,0.06846251125214538
143,1797,1797,2,0,N,2.0,9,4,1947,2.0,1900000.0,Row Inside,Poor,2.0,0,1972,1922 11TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24237 09445,38.91632313,-77.0273185,040 E Old City 2,Ward 1,305,-77.02743649244343,38.91635626053919,NW,2017,0.04841030596345231,0.13018861045851876
144,1802,1802,1,1,Y,1.0,6,2,1964,2.0,925000.0,Row End,Good,1.0,1,1396,1901 12TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24186 09378,38.91571088,-77.02788258,040 E Old City 2,Ward 1,305,-77.02743649244343,38.91635626053919,NW,2017,0.0920572492884725,0.2647032408464914
145,1808,1808,1,1,Y,1.0,6,2,1967,2.0,,Row Inside,Good,1.0,1,1465,1103 S STREET NW,WASHINGTON,DC,20009.0,18S UJ 24232 09219,38.91430247,-77.02732995,040 E Old City 2,Ward 1,306,-77.02754081171491,38.91488297765835,NW,2017,0.18717345660460996,0.337197534762005
146,1815,1815,3,0,Y,1.0,15,8,1957,3.0,399900.0,Row End,Average,1.0,0,1900,1000 M STREET NW,WASHINGTON,DC,20001.0,18S UJ 24309 08238,38.90546735,-77.02617296,040 C Old City 2,Ward 2,341,-77.02644862768078,38.90523912106976,NW,2017,0.23843466342960032,0.26629684520087693
147,1830,1830,1,1,Y,1.0,6,2,1964,2.0,705000.0,Row Inside,Good,1.0,0,667,921 W STREET NW,WASHINGTON,DC,20001.0,18S UJ 24385 09777,38.91934886,-77.02569501,040 F Old City 2,Ward 1,357,-77.02565475913792,38.91966906149529,NW,2017,0.1883003050501244,0.26139749802304796
148,1832,1832,1,1,Y,1.0,5,2,1957,2.0,659000.0,Row End,Good,1.0,0,703,927 W STREET NW,WASHINGTON,DC,20001.0,18S UJ 24373 09778,38.9193518,-77.02583062,040 F Old City 2,Ward 1,357,-77.02565475913792,38.91966906149529,NW,2017,0.18483594343729434,0.26320778380003096
149,1835,1835,1,1,Y,1.0,5,2,1964,2.0,680000.0,Row Inside,Very Good,1.0,0,667,925 W STREET NW,WASHINGTON,DC,20001.0,18S UJ 24377 09778,38.91935163,-77.02578161,040 F Old City 2,Ward 1,357,-77.02565475913792,38.91966906149529,NW,2017,0.18611600878608459,0.3132661013993366
150,1847,1847,2,1,Y,1.0,6,2,1964,2.0,710000.0,Row Inside,Good,1.0,0,448,2233 10TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24377 09843,38.91993555,-77.02580523,040 F Old City 2,Ward 1,357,-77.02565475913792,38.91966906149529,NW,2017,0.2215125846153435,0.4894329190935322
151,1874,1874,2,0,N,1.0,7,4,1969,2.0,,Row Inside,Average,1.0,1,1540,305 R STREET NW,WASHINGTON,DC,20001.0,18S UJ 25250 09033,38.91281312,-77.01553023,040 A Old City 2,Ward 5,519,-77.01574999027719,38.9131144988194,NW,2017,0.3460813360269635,0.45526322286561777
152,1884,1884,2,0,Y,2.0,10,4,1969,2.0,1150000.0,Row Inside,Good,2.0,2,1359,1719 4TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 25216 09082,38.91324763,-77.01592962,040 A Old City 2,Ward 5,519,-77.01574999027719,38.9131144988194,NW,2017,0.3219197121131208,0.4924421901115479
153,1886,1886,2,0,Y,2.0,10,4,1969,2.0,988000.0,Multi,Very Good,2.0,0,1760,1708 3RD STREET NW,WASHINGTON,DC,20001.0,18S UJ 25256 09053,38.9130024,-77.01546224,040 A Old City 2,Ward 5,519,-77.01574999027719,38.9131144988194,NW,2017,0.3482092119702305,0.37450447638782397
154,1890,1890,2,2,Y,1.0,9,4,1982,3.0,910000.0,Row Inside,Good,1.0,0,992,619 I STREET SW,WASHINGTON,DC,20024.0,18S UJ 24731 05342,38.87947097,-77.02057490000001,,Ward 6,468,-77.02032398134959,38.880129606810186,SW,2017,0.2648146548385476,0.10919661356803845
155,1903,1903,1,0,Y,1.0,5,2,1964,2.0,640000.0,Row End,Good,1.0,1,1315,613 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20001.0,18S UJ 24812 09068,38.91304386,-77.02059312,040 G Old City 2,Ward 6,442,-77.02067127742141,38.91353270593017,NW,2017,0.07721366593656695,0.26267047690893863
156,1924,1924,2,0,Y,2.0,10,4,1967,2.0,850000.0,Row Inside,Good,2.0,2,1465,1115 S STREET NW,WASHINGTON,DC,20009.0,18S UJ 24203 09223,38.91432275,-77.02765085,040 E Old City 2,Ward 1,306,-77.02754081171491,38.91488297765835,NW,2017,0.18573607543981496,0.2666918102694137
157,1927,1927,1,1,Y,1.0,7,2,1957,2.0,899000.0,Row Inside,Good,1.0,0,1465,1121 S STREET NW,WASHINGTON,DC,20009.0,18S UJ 24188 09220,38.91429037,-77.02781895,040 E Old City 2,Ward 1,306,-77.02754081171491,38.91488297765835,NW,2017,0.18857958752841855,0.20814692903819665
158,1933,1933,1,1,Y,1.0,8,3,1967,2.0,1120000.0,Row Inside,Good,1.0,1,1486,1825 12TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24187 09287,38.91489609,-77.02784928,040 E Old City 2,Ward 1,306,-77.02754081171491,38.91488297765835,NW,2017,0.14718210500606396,0.18497576258522444
159,1938,1938,1,1,Y,1.0,7,2,1967,2.0,1200000.0,Row Inside,Good,1.0,0,1616,1835 12TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24188 09314,38.9151349,-77.02784292,040 E Old City 2,Ward 1,306,-77.02754081171491,38.91488297765835,NW,2017,0.13079761607916507,0.30297529322544375
160,1973,1973,1,0,N,1.0,5,2,1943,2.0,,Row Inside,Poor,1.0,0,893,960 FLORIDA AVENUE NW,WASHINGTON,DC,20001.0,18S UJ 24412 09810,38.91964314,-77.02538815,040 F Old City 2,Ward 1,357,-77.02565475913792,38.91966906149529,NW,2017,0.21423588437169394,0.25566913716560696
161,1990,1990,4,0,Y,4.0,10,6,1963,3.0,1170000.0,Row Inside,Average,4.0,0,1749,1757 CHURCH STREET NW,WASHINGTON,DC,20036.0,18S UJ 23100 08826,38.91052306,-77.04026493,040 D Old City 2,Ward 2,156,-77.03998407205833,38.91053107239987,NW,2017,0.18078538062991426,0.2856245260163346
162,2006,2006,2,0,Y,1.0,8,3,1969,2.0,1500000.0,Row Inside,Good,1.0,2,1710,1738 CHURCH STREET NW,WASHINGTON,DC,20036.0,18S UJ 23144 08794,38.91024353,-77.03974789,040 D Old City 2,Ward 2,156,-77.03998407205833,38.91053107239987,NW,2017,0.20196703921934367,0.3063857719925338
163,2020,2020,2,1,N,2.0,8,4,1957,2.0,1150000.0,Row Inside,Average,2.0,0,1524,1737 CHURCH STREET NW,WASHINGTON,DC,20036.0,18S UJ 23160 08828,38.91055105,-77.03957153,040 D Old City 2,Ward 2,156,-77.03998407205833,38.91053107239987,NW,2017,0.21664745703499605,0.33700358992314206
164,2031,2031,2,1,Y,2.0,8,4,1972,3.0,1305000.0,Row Inside,Good,2.0,2,1233,1342 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23878 09351,38.91540676,-77.03142619,040 E Old City 2,Ward 1,238,-77.03058349688604,38.915053012172,NW,2017,0.2382975237188642,0.2861279963405541
165,2033,2033,5,1,Y,2.0,11,5,1969,3.0,2213000.0,Row Inside,Very Good,2.0,1,2088,1820 13TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24009 09275,38.9147528,-77.02989948,040 E Old City 2,Ward 1,238,-77.03058349688604,38.915053012172,NW,2017,0.20232304649972546,0.5351596272596597
166,2062,2062,3,0,Y,1.0,6,3,1967,2.0,1354500.0,Row Inside,Very Good,1.0,2,1517,1464 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23636 09350,38.91534986,-77.03421116,040 E Old City 2,Ward 2,206,-77.033396819703,38.914965871076845,NW,2017,0.3784150014525705,0.5278794659127614
167,2064,2064,2,0,Y,1.0,7,3,1964,2.0,1060000.0,Row Inside,Good,1.0,0,1517,1460 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23645 09349,38.91534394,-77.03410808,040 E Old City 2,Ward 2,206,-77.033396819703,38.914965871076845,NW,2017,0.3732671499960465,0.4738548473344918
