,Unnamed: 0.1,Unnamed: 0,BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,EYB,STORIES,PRICE,STRUCT,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_SUBNBHD,WARD,SQUARE,X,Y,QUADRANT,year,"('distance', '.25metro', '.50metro')",distance2
1823,25229,25229,4,1,Y,1.0,10,4,2002,2.0,1425000.0,Single,Good,1.0,3,7191,4900 PALISADE LANE NW,WASHINGTON,DC,20016.0,18S UJ 17489 11731,38.93553821,-77.10571365,030 A Kent,Ward 3,1448,-77.10818049778267,38.935447948107296,NW,2017,1.6775307793058618,2.499015774978299
1824,25236,25236,7,1,Y,1.0,9,7,1983,2.5,2400000.0,Single,Good,1.0,4,9411,5181 WATSON STREET NW,WASHINGTON,DC,20016.0,18S UJ 17341 11696,38.93519263,-77.10741035,030 A Kent,Ward 3,1448,-77.10818049778267,38.935447948107296,NW,2017,1.7670710007793105,2.7195913010096278
1825,25256,25256,5,1,Y,1.0,7,5,1972,2.0,950000.0,Single,Average,1.0,1,6548,5282 LOUGHBORO ROAD NW,WASHINGTON,DC,20016.0,18S UJ 17027 11742,38.93553715,-77.11103703,030 A Kent,Ward 3,1448,-77.10818049778267,38.935447948107296,NW,2017,1.9230414509998528,2.002645621098743
1826,25282,25282,5,1,Y,1.0,16,8,1987,2.75,2600000.0,Single,Good,1.0,3,18716,4929 ROCKWOOD PARKWAY NW,WASHINGTON,DC,20016.0,18S UJ 18092 11631,38.93475464,-77.09873326,050 D Spring Valley,Ward 3,1512,-77.09724018739912,38.934216887496405,NW,2017,1.4160842989924662,1.9595748561551365
1827,25288,25288,6,2,Y,1.0,11,6,1995,2.5,3300000.0,Single,Very Good,1.0,2,21610,4916 INDIAN LANE NW,WASHINGTON,DC,20016.0,18S UJ 18192 11596,38.93446438,-77.09756783,050 D Spring Valley,Ward 3,1512,-77.09724018739912,38.934216887496405,NW,2017,1.3856286690299504,1.590301803390396
1828,25307,25307,3,0,Y,1.0,7,3,1978,2.0,1189000.0,Single,Good,1.0,1,5000,3810 49TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18252 12192,38.93984639,-77.09703145,050 B Spring Valley,Ward 3,1476,-77.09703376186829,38.93985384913472,NW,2017,1.1245131893105447,1.580567826794334
1829,25308,25308,4,1,Y,1.0,7,6,2017,2.0,1800000.0,Single,Excellent,1.0,1,5500,3816 49TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18255 12209,38.93999586,-77.09700466,050 B Spring Valley,Ward 3,1476,-77.09703376186829,38.93985384913472,NW,2017,1.117630228451558,2.321522681219846
1830,25337,25337,5,1,Y,1.0,13,7,1972,2.5,1820000.0,Single,Average,1.0,3,13277,4701 FULTON STREET NW,WASHINGTON,DC,20007.0,18S UJ 18740 10733,38.926809000000006,-77.09102002,054 A Wesley Heights,Ward 3,1408,-77.09238498127714,38.92694849972676,NW,2017,1.641564430568929,2.4146624591711294
1831,25388,25388,4,1,Y,1.0,12,6,1997,2.5,2700000.0,Single,Very Good,1.0,2,12010,5116 LOWELL LANE NW,WASHINGTON,DC,20016.0,18S UJ 17627 11453,38.93305747,-77.1040458,030 B Kent,Ward 3,1435,-77.10264946760496,38.93206464983247,NW,2017,1.7074241991564907,2.395470452687627
1832,25395,25395,4,1,Y,1.0,13,5,1994,2.25,1475000.0,Single,Good,1.0,3,4932,5047 KLINGLE STREET NW,WASHINGTON,DC,20016.0,18S UJ 17785 11302,38.93173633,-77.10217697,030 B Kent,Ward 3,1435,-77.10264946760496,38.93206464983247,NW,2017,1.6938534012274298,2.094278466236097
1833,25413,25413,6,2,Y,1.0,12,6,1997,2.5,2575000.0,Single,Good,1.0,4,19831,4935 LOUGHBORO ROAD NW,WASHINGTON,DC,20016.0,18S UJ 18080 11490,38.93349025,-77.09882389,050 D Spring Valley,Ward 3,1513,-77.09586847306181,38.933304586955416,NW,2017,1.4808785051685063,1.6558418560258374
1834,25421,25421,5,1,Y,1.0,12,5,2007,2.5,,Single,Good,1.0,4,9777,4604 ROCKWOOD PARKWAY NW,WASHINGTON,DC,20016.0,18S UJ 18789 11559,38.93425626,-77.09067359999999,050 D Spring Valley,Ward 3,1513,-77.09586847306181,38.933304586955416,NW,2017,1.1708570049683886,1.481090073610831
1835,25423,25423,4,1,Y,1.0,9,5,2006,2.0,1725000.0,Single,Good,1.0,2,8837,4350 50TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18118 12887,38.9460758,-77.09876174,050 A Spring Valley,Ward 3,1467,-77.10076146270302,38.94497640496215,NW,2017,1.0472888345983014,1.4420077644649651
1836,25462,25462,4,1,Y,1.0,12,6,1980,2.5,1995000.0,Single,Very Good,1.0,2,6000,3812 48TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18463 12184,38.93981208,-77.09459714,050 B Spring Valley,Ward 3,1505,-77.09561533643182,38.93996374143609,NW,2017,1.0196534687768306,1.5530939722045494
1837,25464,25464,4,0,Y,1.0,8,3,1978,1.75,1250000.0,Single,Average,1.0,1,6350,3815 49TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18297 12201,38.9399324,-77.09651562,050 B Spring Valley,Ward 3,1505,-77.09561533643182,38.93996374143609,NW,2017,1.0982032795657881,1.9767527112104888
1838,25479,25479,3,1,Y,1.0,7,3,1992,2.0,,Row Inside,Very Good,1.0,2,1826,3903 HIGHWOOD COURT NW,WASHINGTON,DC,20007.0,18S UJ 20012 09571,38.91660687,-77.07604441,008 B Burleith,Ward 2,1320,-77.07729657267993,38.91595936217581,NW,2017,1.3977752468258298,1.667393684508903
1839,25487,25487,3,1,Y,1.0,6,5,1967,2.5,,Row End,Average,1.0,1,4426,4440 Q STREET NW,WASHINGTON,DC,20007.0,18S UJ 19410 08889,38.91033526,-77.08280807,,Ward 3,1352,-77.08214887600967,38.91008172797473,NW,2017,1.1790253812238682,1.6331409567129096
1840,25497,25497,3,1,Y,1.0,8,5,1984,2.75,1148000.0,Row Inside,Good,1.0,1,2518,4420 Q STREET NW,WASHINGTON,DC,20007.0,18S UJ 19489 08890,38.91036095,-77.08189931,,Ward 3,1352,-77.08214887600967,38.91008172797473,NW,2017,1.1548050451251843,1.6025928736719357
1841,25504,25504,3,0,Y,1.0,6,4,1972,2.0,944000.0,Row Inside,Good,1.0,1,1995,1550 44TH STREET NW,WASHINGTON,DC,20007.0,18S UJ 19536 08876,38.91024476,-77.08135693,,Ward 3,1352,-77.08214887600967,38.91008172797473,NW,2017,1.1332042884546618,1.5976957260829614
1842,25505,25505,2,1,Y,1.0,7,3,1972,2.0,910000.0,Row Inside,Good,1.0,1,1935,1548 44TH STREET NW,WASHINGTON,DC,20007.0,18S UJ 19537 08870,38.91019559,-77.08133762,,Ward 3,1352,-77.08214887600967,38.91008172797473,NW,2017,1.1297414821860268,1.5859324897186957
1843,25507,25507,2,0,N,1.0,10,6,1966,2.5,,Row Inside,Average,1.0,1,2621,1544 44TH STREET NW,WASHINGTON,DC,20007.0,18S UJ 19543 08858,38.91008699,-77.08126981,,Ward 3,1352,-77.08214887600967,38.91008172797473,NW,2017,1.1214236179841544,1.5832174853870518
1844,25562,25562,3,1,Y,1.0,10,4,1998,2.0,1380000.0,Single,Good,1.0,2,8685,5106 YUMA STREET NW,WASHINGTON,DC,20016.0,18S UJ 17988 12981,38.94689795,-77.1002848,050 A Spring Valley,Ward 3,1467,-77.10076146270302,38.94497640496215,NW,2017,1.119503820010298,2.7605135054600205
1845,25578,25578,3,0,N,2.0,11,3,1950,1.5,725000.0,Single,Average,2.0,1,4875,5409 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016.0,18S UJ 17476 11025,38.92917207,-77.10567492,030 B Kent,Ward 3,1440,-77.10542823924382,38.929354309733725,NW,2017,1.9519778192678279,2.901281212989542
1846,25604,25604,4,0,Y,1.0,6,3,2003,2.0,1610000.0,Single,Good,1.0,1,7049,5805 POTOMAC AVENUE NW,WASHINGTON,DC,20016.0,18S UJ 16878 11581,38.93405233,-77.11270964,041 A Palisades,Ward 3,1454,-77.113134863167,38.93482818913333,NW,2017,2.051515619834037,2.6545997747806505
1847,25612,25612,5,1,Y,1.0,13,5,2018,2.0,2777670.0,Single,Excellent,1.0,1,9598,5532 HAWTHORNE PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17430 11261,38.93128678,-77.10625933,030 B Kent,Ward 3,1438,-77.10636769341592,38.93129423830469,NW,2017,1.8770855020836799,2.400029620663498
1848,25630,25630,1,2,Y,1.0,10,3,1972,2.0,1075000.0,Single,Good,1.0,1,3164,4756 RESERVOIR ROAD NW,WASHINGTON,DC,20007.0,18S UJ 18635 09367,38.91448413,-77.09187370000001,004 A Berkley,Ward 3,1371,-77.09132399922171,38.91395303164849,NW,2017,1.6970772198197366,2.4150661479667055
1849,25639,25639,3,1,Y,1.0,10,3,1972,3.0,1147000.0,Single,Good,1.0,1,4000,4741 RESERVOIR ROAD NW,WASHINGTON,DC,20007.0,18S UJ 18664 09402,38.91480382,-77.09153799,004 B Berkley,Ward 3,1372,-77.0916325764658,38.91523033587236,NW,2017,1.7077096502413314,2.644078407172569
1850,25654,25654,5,1,Y,1.0,10,6,2017,2.0,2697546.0,Single,Excellent,1.0,2,12524,4802 U STREET NW,WASHINGTON,DC,20007.0,18S UJ 18451 09620,38.91672069,-77.09405546,004 B Berkley,Ward 3,1374,-77.09157025970268,38.917355558589605,NW,2017,1.869645771700649,1.2182769124231028
1851,25668,25668,3,1,Y,1.0,9,4,1969,2.5,,Single,Very Good,1.0,2,4590,4820 ALTON PLACE NW,WASHINGTON,DC,20016.0,18S UJ 18409 12972,38.94689994,-77.0954332,001 C American University,Ward 3,1498,-77.09557295606619,38.94694454445512,NW,2017,0.8614518661373857,1.3640836214520624
1852,25728,25728,2,0,N,1.0,7,4,1954,2.0,,Single,Good,1.0,1,5478,4912 BRANDYWINE STREET NW,WASHINGTON,DC,20016.0,18S UJ 18229 13267,38.94952273,-77.09758302,001 B American University,Ward 3,1486,-77.09859389006914,38.94928049522628,NW,2017,0.9645527788342568,1.6471611882921284
1853,25757,25757,5,1,Y,1.0,15,7,1969,2.5,,Single,Average,2.0,3,11853,4930 SEDGWICK STREET NW,WASHINGTON,DC,20016.0,18S UJ 18144 12246,38.94031206,-77.09828868,050 B Spring Valley,Ward 3,1477,-77.09792101743108,38.940516309748446,NW,2017,1.1647188459486557,1.6308534727176807
1854,25761,25761,4,1,Y,1.0,12,5,1995,2.0,2570000.0,Single,Very Good,1.0,3,8213,4905 RODMAN STREET NW,WASHINGTON,DC,20016.0,18S UJ 18217 12162,38.93956428,-77.09743132,050 B Spring Valley,Ward 3,1477,-77.09792101743108,38.940516309748446,NW,2017,1.1531875496803021,1.6473075526022711
1855,25762,25762,3,0,Y,1.0,10,4,1978,2.0,1295000.0,Single,Good,1.0,2,8225,4909 RODMAN STREET NW,WASHINGTON,DC,20016.0,18S UJ 18194 12162,38.93956622,-77.09769316,050 B Spring Valley,Ward 3,1477,-77.09792101743108,38.940516309748446,NW,2017,1.1648223411448813,1.545660158914156
1856,25770,25770,2,2,Y,1.0,10,4,1978,2.0,1500000.0,Single,Good,2.0,2,5700,3908 49TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18255 12285,38.94068543,-77.0970191,050 B Spring Valley,Ward 3,1477,-77.09792101743108,38.940516309748446,NW,2017,1.0929467797780765,2.2654172250657028
1857,25790,25790,4,1,Y,1.0,13,5,1997,2.5,2225000.0,Single,Good,1.0,1,10147,2834 FOXHALL ROAD NW,WASHINGTON,DC,20007.0,18S UJ 18783 10784,38.92727655,-77.09053314,054 A Wesley Heights,Ward 3,1408,-77.09238498127714,38.92694849972676,NW,2017,1.6018918820607695,1.9915832996645255
1858,25810,25810,3,1,Y,1.0,7,3,2006,2.0,,Row Inside,Very Good,1.0,2,1826,3915 HIGHWOOD COURT NW,WASHINGTON,DC,20007.0,18S UJ 20011 09533,38.91626266,-77.07605177,008 B Burleith,Ward 2,1320,-77.07729657267993,38.91595936217581,NW,2017,1.408262056490666,2.872963428706049
1859,25825,25825,4,1,Y,1.0,10,5,1991,2.0,2770000.0,Single,Very Good,1.0,1,6250,5514 SHERIER PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17231 11111,38.92989932,-77.10851589,041 A Palisades,Ward 3,1449,-77.10924966032294,38.92953908195341,NW,2017,2.0314919225390016,2.924581674587455
1860,25829,25829,2,1,Y,1.0,7,3,1954,2.0,,Single,Average,1.0,1,5437,5511 CAROLINA PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17187 11072,38.92953501,-77.10900987,041 A Palisades,Ward 3,1449,-77.10924966032294,38.92953908195341,NW,2017,2.0679915342346984,2.3604248672761092
1861,25844,25844,4,1,Y,1.0,10,5,1972,2.5,,Single,Average,1.0,2,8208,5028 LOWELL STREET NW,WASHINGTON,DC,20016.0,18S UJ 17805 11340,38.93207722,-77.10195924,030 B Kent,Ward 3,1435,-77.10264946760496,38.93206464983247,NW,2017,1.6690724301322932,1.932213727898817
1862,25860,25860,5,1,Y,1.0,12,6,1991,2.5,3625000.0,Single,Very Good,1.0,2,14995,4838 ROCKWOOD PARKWAY NW,WASHINGTON,DC,20016.0,18S UJ 18423 11432,38.93303402,-77.09486368,050 D Spring Valley,Ward 3,1513,-77.09586847306181,38.933304586955416,NW,2017,1.366281429698992,1.9404948954041341
1863,25870,25870,4,1,Y,1.0,10,6,1979,2.5,1600000.0,Single,Average,1.0,4,12940,4829 LOUGHBORO ROAD NW,WASHINGTON,DC,20016.0,18S UJ 18462 11390,38.93266658,-77.09440208,050 D Spring Valley,Ward 3,1513,-77.09586847306181,38.933304586955416,NW,2017,1.3721370993981434,2.0482927471546457
1864,25877,25877,6,2,Y,1.0,22,10,1992,2.75,2350000.0,Single,Very Good,1.0,4,18109,4911 LOUGHBORO ROAD NW,WASHINGTON,DC,20016.0,18S UJ 18244 11408,38.93278272,-77.09691446,050 D Spring Valley,Ward 3,1513,-77.09586847306181,38.933304586955416,NW,2017,1.4483616913682724,1.6498235515548048
1865,25888,25888,4,0,Y,1.0,10,5,1978,2.0,1480000.0,Single,Average,1.0,3,10629,4926 SEDGWICK STREET NW,WASHINGTON,DC,20016.0,18S UJ 18153 12224,38.94011406,-77.09817767,050 B Spring Valley,Ward 3,1477,-77.09792101743108,38.940516309748446,NW,2017,1.166601421065676,1.5711381529533972
1866,25897,25897,3,1,Y,1.0,8,5,1991,2.5,1500000.0,Single,Good,1.0,3,6176,4929 TILDEN STREET NW,WASHINGTON,DC,20016.0,18S UJ 18170 12385,38.94156299,-77.09802879,050 B Spring Valley,Ward 3,1478,-77.0976556880693,38.94166923639674,NW,2017,1.1109624421342543,1.9834021356151987
1867,25927,25927,3,1,Y,1.0,9,4,1999,3.0,,Row Inside,Good,2.0,2,2310,3926 HIGHWOOD COURT NW,WASHINGTON,DC,20007.0,18S UJ 19975 09487,38.91583603,-77.07645409,008 B Burleith,Ward 2,1320,-77.07729657267993,38.91595936217581,NW,2017,1.4024770999133873,1.971695671591415
1868,25937,25937,3,1,Y,1.0,11,5,2000,3.0,1580000.0,Row Inside,Very Good,1.0,2,1826,3929 HIGHWOOD COURT NW,WASHINGTON,DC,20007.0,18S UJ 20013 09480,38.91578561,-77.07601079,008 B Burleith,Ward 2,1320,-77.07729657267993,38.91595936217581,NW,2017,1.3941993798184535,2.318869429275683
1869,25969,25969,5,1,Y,1.0,14,5,1997,2.0,2375000.0,Single,Good,1.0,2,7200,5019 KLINGLE STREET NW,WASHINGTON,DC,20016.0,18S UJ 17904 11305,38.93178787,-77.10081449,030 B Kent,Ward 3,1435,-77.10264946760496,38.93206464983247,NW,2017,1.6396882981270147,1.3040449969492016
1870,25999,25999,2,2,Y,1.0,7,3,1975,2.0,838130.0,Single,Average,1.0,1,4000,3813 47TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18660 12189,38.93990092,-77.09232469999999,050 B Spring Valley,Ward 3,1515,-77.0920477824875,38.940075710816856,NW,2017,0.9220990603151711,1.680497652065001
1871,26004,26004,3,1,Y,1.0,8,4,1998,2.0,1431000.0,Single,Good,1.0,2,7928,5116 YUMA STREET NW,WASHINGTON,DC,20016.0,18S UJ 17878 12965,38.94673155,-77.10154911,050 A Spring Valley,Ward 3,1467,-77.10076146270302,38.94497640496215,NW,2017,1.1882912855432335,1.6890641686414196
1872,26008,26008,5,1,Y,1.0,9,4,1999,2.0,1450000.0,Single,Very Good,1.0,4,12097,5137 YUMA STREET NW,WASHINGTON,DC,20016.0,18S UJ 17878 12887,38.94602577,-77.10153115,050 A Spring Valley,Ward 3,1467,-77.10076146270302,38.94497640496215,NW,2017,1.1943487275055662,1.5692027624792937
1873,26025,26025,5,1,Y,1.0,10,5,1999,2.0,1350000.0,Single,Good,1.0,3,9736,5149 YUMA STREET NW,WASHINGTON,DC,20016.0,18S UJ 18019 12871,38.94590863,-77.09990192,050 A Spring Valley,Ward 3,1467,-77.10076146270302,38.94497640496215,NW,2017,1.1095939144057718,2.8188105699374755
1874,26057,26057,2,0,Y,1.0,7,3,1972,2.0,1125000.0,Single,Good,1.0,0,6119,5839 SHERIER PLACE NW,WASHINGTON,DC,20016.0,18S UJ 16898 11747,38.93555194,-77.11252689,041 A Palisades,Ward 3,1455,-77.11177658242977,38.93502634082468,NW,2017,1.993200068883106,2.81598202845882
1875,26063,26063,3,1,Y,2.0,9,5,2010,2.0,1511000.0,Single,Very Good,2.0,1,5750,5809 SHERIER PLACE NW,WASHINGTON,DC,20016.0,18S UJ 16957 11639,38.93459414,-77.11181432,041 A Palisades,Ward 3,1455,-77.11177658242977,38.93502634082468,NW,2017,1.9911999880226814,2.8175837881665955
1876,26069,26069,2,1,Y,1.0,6,3,1969,2.0,945300.0,Single,Average,1.0,1,5750,5835 SHERIER PLACE NW,WASHINGTON,DC,20016.0,18S UJ 16912 11721,38.93532167,-77.11235306,041 A Palisades,Ward 3,1455,-77.11177658242977,38.93502634082468,NW,2017,1.9923326031738804,1.6467492774875736
1877,26082,26082,3,0,N,1.0,6,2,1972,2.0,,Row Inside,Average,1.0,1,2377,1539 FOXHALL ROAD NW,WASHINGTON,DC,20007.0,18S UJ 19389 08848,38.90996459,-77.0830365,,Ward 3,1352,-77.08214887600967,38.91008172797473,NW,2017,1.164427581025511,1.5139802162472198
1878,26096,26096,3,0,Y,1.0,9,4,1972,2.0,925000.0,Row Inside,Good,1.0,1,2462,4404 VOLTA PLACE NW,WASHINGTON,DC,20007.0,18S UJ 19579 08785,38.90943293,-77.08083198,,Ward 3,1353,-77.08145649681626,38.90919814408823,NW,2017,1.0705456774906847,1.6861265563742964
1879,26109,26109,4,0,Y,1.0,10,6,1991,2.0,1550000.0,Single,Good,1.0,3,10704,5038 VAN NESS STREET NW,WASHINGTON,DC,20016.0,18S UJ 17966 12536,38.94288599,-77.10042173,050 C Spring Valley,Ward 3,1468,-77.10042403888649,38.942789340764655,NW,2017,1.1922715219509865,1.7534553230251462
1880,26111,26111,6,1,Y,1.0,8,6,1994,2.0,1950000.0,Single,Good,2.0,3,13580,5100 VAN NESS STREET NW,WASHINGTON,DC,20016.0,18S UJ 17883 12541,38.94290994,-77.10137503,050 C Spring Valley,Ward 3,1468,-77.10042403888649,38.942789340764655,NW,2017,1.239880149418729,1.7775836545048627
1881,26113,26113,3,1,Y,1.0,8,4,1980,1.5,1340000.0,Single,Good,1.0,3,10731,5117 UPTON STREET NW,WASHINGTON,DC,20016.0,18S UJ 17871 12491,38.94246157,-77.10150358,050 C Spring Valley,Ward 3,1468,-77.10042403888649,38.942789340764655,NW,2017,1.2569414562267534,1.6304793149414754
1882,26117,26117,5,1,Y,1.0,14,6,1983,2.5,,Single,Good,1.0,4,19737,4020 FORDHAM ROAD NW,WASHINGTON,DC,20016.0,18S UJ 18077 12425,38.94190989,-77.09911183,050 C Spring Valley,Ward 3,1469,-77.09989433072126,38.9415654152976,NW,2017,1.1529229801795138,1.3656653047294327
1883,26134,26134,4,1,Y,1.0,13,5,1980,2.5,1900000.0,Single,Good,1.0,2,7290,4725 SEDGWICK STREET NW,WASHINGTON,DC,20016.0,18S UJ 18516 12259,38.94050178,-77.09400862,050 B Spring Valley,Ward 3,1527,-77.09336081546199,38.9407982378582,NW,2017,0.9656711978053747,1.521040904769992
1884,26145,26145,4,1,Y,1.0,11,6,2008,2.0,,Single,Very Good,1.0,2,8689,5002 50TH PLACE NW,WASHINGTON,DC,20016.0,18S UJ 18090 12790,38.94519463,-77.09905675,050 A Spring Valley,Ward 3,1467,-77.10076146270302,38.94497640496215,NW,2017,1.075538338224983,2.8460873816304346
1885,26163,26163,2,0,Y,1.0,7,4,1963,1.5,,Single,Average,1.0,1,9560,5357 SHERIER PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17445 10916,38.92818167,-77.10600040000001,041 A Palisades,Ward 3,1441,-77.10526266840654,38.92773744068869,NW,2017,2.0124876874003457,3.024235463967489
1886,26170,26170,1,1,Y,1.0,4,2,1957,2.0,700000.0,Single,Good,1.0,1,2500,5332 CAROLINA PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17284 10790,38.92701469,-77.10781712,041 A Palisades,Ward 3,1442,-77.10709020452362,38.927022148012576,NW,2017,2.1384574044762563,3.0243571701865095
1887,26171,26171,1,0,N,1.0,4,2,1962,1.75,,Town Inside,Average,1.0,1,2500,5330 CAROLINA PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17289 10784,38.9269652,-77.10775593,041 A Palisades,Ward 3,1442,-77.10709020452362,38.927022148012576,NW,2017,2.138543463769038,2.9868849994958406
1888,26175,26175,2,0,Y,1.0,7,3,1969,2.0,,Single,Average,1.0,0,5826,5300 DORSETT PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17387 10746,38.92664338,-77.10662341,041 A Palisades,Ward 3,1442,-77.10709020452362,38.927022148012576,NW,2017,2.1120466377678864,2.9860398926589085
1889,26176,26176,2,0,Y,1.0,8,3,1960,1.75,1000000.0,Single,Average,1.0,1,5473,5304 DORSETT PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17377 10757,38.92674129,-77.10673969,041 A Palisades,Ward 3,1442,-77.10709020452362,38.927022148012576,NW,2017,2.1114490569926647,2.980924193174377
1890,26178,26178,6,1,Y,1.0,13,6,2018,2.5,2420000.0,Single,Excellent,1.0,1,6047,5310 DORSETT PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17361 10781,38.92695569,-77.10692891,041 A Palisades,Ward 3,1442,-77.10709020452362,38.927022148012576,NW,2017,2.10783171119664,2.774910783007549
1891,26182,26182,2,1,Y,1.0,6,3,1969,1.5,,Single,Average,1.0,1,5000,5804 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016.0,18S UJ 17005 11649,38.934698700000006,-77.11126824,041 A Palisades,Ward 3,1455,-77.11177658242977,38.93502634082468,NW,2017,1.96215823185231,1.842008214696975
1892,26186,26186,6,1,Y,1.0,11,7,2017,2.5,4050000.0,Single,Excellent,1.0,2,13639,3953 52ND STREET NW,WASHINGTON,DC,20016.0,18S UJ 17849 12345,38.94114197,-77.10172225,050 C Spring Valley,Ward 3,1458,-77.1015618247047,38.94107475904092,NW,2017,1.3024964996135568,1.807083962996166
1893,26189,26189,4,0,Y,1.0,7,5,1993,1.75,1599000.0,Single,Good,1.0,2,11428,5120 UPTON STREET NW,WASHINGTON,DC,20016.0,18S UJ 17856 12435,38.94195283,-77.10166596,050 C Spring Valley,Ward 3,1458,-77.1015618247047,38.94107475904092,NW,2017,1.277801324408049,2.7688359718375697
1894,26194,26194,3,0,Y,1.0,9,3,1984,3.0,1000000.0,Single,Good,1.0,2,5000,5321 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016.0,18S UJ 17578 10906,38.92812729,-77.10446151,030 B Kent,Ward 3,1439,-77.10297124233426,38.92938031326892,NW,2017,1.95786269167959,2.708942457151554
1895,26205,26205,2,1,Y,1.0,7,3,2001,2.0,1350000.0,Single,Very Good,1.0,1,5661,2804 ARIZONA AVENUE NW,WASHINGTON,DC,20016.0,18S UJ 17700 10885,38.9279636,-77.10305174,030 B Kent,Ward 3,1439,-77.10297124233426,38.92938031326892,NW,2017,1.9155115812960122,2.6440385348261346
1896,26208,26208,5,1,Y,1.0,13,6,2017,2.5,,Single,Excellent,1.0,3,5461,5134 CATHEDRAL AVENUE NW,WASHINGTON,DC,20016.0,18S UJ 17569 11119,38.93004025,-77.10462116,030 B Kent,Ward 3,1439,-77.10297124233426,38.92938031326892,NW,2017,1.8696175776941033,2.7818496629722222
1897,26233,26233,4,1,Y,1.0,7,5,2012,3.0,1650000.0,Single,Very Good,1.0,1,6247,5528 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016.0,18S UJ 17269 11231,38.93098313,-77.10810996,041 A Palisades,Ward 3,1445,-77.1079457411894,38.93065723853925,NW,2017,1.9670647609291703,2.7679526025345984
1898,26238,26238,3,1,Y,1.0,8,5,1979,2.0,,Single,Good,1.0,1,7141,5514 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016.0,18S UJ 17334 11175,38.93047325,-77.10732897,041 A Palisades,Ward 3,1445,-77.1079457411894,38.93065723853925,NW,2017,1.9572380552551671,1.2872026659996179
1899,26296,26296,2,1,Y,1.0,6,3,1998,2.0,1155000.0,Single,Good,1.0,1,4000,4610 49TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18279 13342,38.95020331,-77.09702732,001 B American University,Ward 3,1488,-77.0978244447517,38.95004683676331,NW,2017,0.9101897338897323,1.2876459590810485
1900,26302,26302,3,1,Y,1.0,8,3,1972,2.5,,Single,Good,1.0,2,7680,4914 CHESAPEAKE STREET NW,WASHINGTON,DC,20016.0,18S UJ 18218 13409,38.95079969,-77.09775089,001 B American University,Ward 3,1488,-77.0978244447517,38.95004683676331,NW,2017,0.9105031894336651,1.220290377921674
1901,26322,26322,1,1,Y,1.0,5,2,1964,1.5,,Single,Average,1.0,1,4000,4901 CHESAPEAKE STREET NW,WASHINGTON,DC,20016.0,18S UJ 18281 13454,38.95121187,-77.09703573,001 B American University,Ward 3,1489,-77.09705707413008,38.95133717728465,NW,2017,0.8628756012451105,1.2598954854790254
1902,26328,26328,2,1,Y,1.0,7,3,1966,2.0,,Single,Average,1.0,1,4000,3905 47TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18658 12270,38.94062984,-77.09236728,050 B Spring Valley,Ward 3,1516,-77.0919494984835,38.94090163851694,NW,2017,0.8908806413685363,1.5270875512700346
1903,26348,26348,3,1,Y,1.0,7,3,1995,2.0,2145000.0,Single,Very Good,1.0,1,8749,4107 FORDHAM ROAD NW,WASHINGTON,DC,20016.0,18S UJ 18163 12526,38.94283027,-77.09814392,050 B Spring Valley,Ward 3,1479,-77.09756901357048,38.94259878009761,NW,2017,1.079813962968601,1.4247566251786352
1904,26356,26356,2,2,Y,1.0,9,4,1978,2.0,1065000.0,Single,Good,1.0,1,4883,4208 49TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18258 12605,38.94356894,-77.09707424,050 B Spring Valley,Ward 3,1480,-77.09737059902425,38.943576401718495,NW,2017,1.0074550712042731,1.2699421997073275
1905,26368,26368,1,1,Y,1.0,6,2,1972,1.5,825000.0,Single,Average,1.0,1,2970,4849 BRANDYWINE STREET NW,WASHINGTON,DC,20016.0,18S UJ 18344 13302,38.94986316,-77.09626304,001 B American University,Ward 3,1495,-77.09626535371444,38.95031865901383,NW,2017,0.8979847411280121,2.575768610150528
